label,url_length,num_dots,has_https
1,33,2,0
1,27,2,0
1,33,2,0
1,26,2,0
1,21,2,0
1,25,3,0
1,48,3,1
1,27,3,0
1,27,2,0
1,22,2,0
1,98,4,0
1,23,2,0
1,30,2,0
1,142,3,1
1,25,2,0
1,21,3,0
1,22,2,0
1,27,2,0
1,47,2,1
1,81,2,1
1,35,2,1
1,51,2,1
1,50,2,1
1,74,2,1
1,143,2,1
1,50,2,1
1,125,2,1
1,38,2,1
1,39,2,1
1,55,2,1
1,41,2,1
1,40,2,1
1,51,2,1
1,47,2,1
1,61,2,1
1,49,2,1
1,51,2,1
1,72,2,1
1,47,2,0
1,128,2,1
1,73,2,0
1,102,3,1
1,46,3,1
1,98,3,1
1,66,4,1
1,57,3,1
1,126,3,1
1,81,1,1
1,68,2,1
1,46,2,1
1,54,2,1
1,47,3,1
1,82,2,1
1,39,2,1
1,40,2,1
1,66,2,1
1,35,2,0
1,105,2,0
1,29,2,1
1,55,2,1
1,52,2,1
1,52,2,1
1,42,2,1
1,41,2,1
1,40,2,1
1,46,2,1
1,49,2,1
1,42,2,1
1,78,2,1
1,37,2,1
1,68,2,1
1,62,2,1
1,62,2,1
1,61,2,1
1,117,2,1
1,47,2,1
1,46,2,1
1,55,2,1
1,55,2,1
1,78,2,1
1,44,4,1
1,47,2,1
1,49,3,0
1,66,2,1
1,46,2,1
1,28,1,0
1,94,3,1
1,50,3,1
1,41,2,1
1,42,3,1
1,41,2,1
1,92,4,1
1,28,1,0
1,78,3,1
1,94,3,1
1,68,3,1
1,94,3,1
1,45,2,1
1,128,3,1
1,94,3,1
1,53,1,1
1,39,3,0
1,102,3,1
1,38,3,0
1,41,2,0
1,47,2,1
1,35,2,0
1,46,3,1
1,47,1,0
1,49,1,1
1,29,2,1
1,102,3,1
1,128,3,1
1,62,3,1
1,46,2,1
1,44,3,1
1,40,2,1
1,49,3,1
1,91,7,1
1,40,2,0
1,31,2,0
1,36,2,0
1,78,2,1
1,30,2,0
1,41,2,1
1,46,2,1
1,68,3,1
1,45,2,1
1,31,1,1
1,20,1,1
1,34,3,0
1,51,3,1
1,41,3,1
1,37,3,1
1,54,3,0
1,47,3,1
1,45,2,1
1,48,2,0
1,46,2,1
1,24,1,1
1,60,2,1
1,68,2,1
1,41,3,1
1,60,2,1
1,60,2,1
1,68,2,1
1,36,2,1
1,40,2,1
1,76,2,0
1,78,2,1
1,78,2,1
1,78,2,1
1,76,2,0
1,63,2,1
1,28,3,0
1,33,4,0
1,49,4,0
1,32,4,0
1,35,4,0
1,28,3,0
1,28,3,0
1,31,4,0
1,28,3,0
1,33,4,0
1,28,3,0
1,33,4,0
1,28,3,0
1,33,4,0
1,33,4,0
1,33,4,0
1,31,2,1
1,32,3,0
1,39,4,0
1,49,4,0
1,38,4,0
1,49,4,0
1,49,4,0
1,34,2,1
1,29,3,0
1,32,4,0
1,32,4,0
1,29,3,0
1,41,4,0
1,33,4,0
1,29,3,0
1,34,2,1
1,28,3,0
1,34,4,0
1,34,4,0
1,34,4,0
1,37,2,1
1,33,4,0
1,33,4,0
1,39,2,1
1,27,3,0
1,36,2,1
1,34,4,0
1,32,4,0
